Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
1993-01-29,24.175392150878906,24.192586597643402,24.072225470291944,24.192586597643402,1003200
1993-02-01,24.347328186035156,24.347328186035156,24.192578218751034,24.192578218751034,480500
1993-02-02,24.39891815185547,24.41611259734656,24.278557033417847,24.330140369891115,201300
1993-02-03,24.656831741333008,24.67402618466727,24.416109534653327,24.43330397798759,529400
1993-02-04,24.75999641418457,24.811579740047453,24.467690900961557,24.74280197223027,531500
1993-02-05,24.7428035736084,24.794386902809805,24.605248029071312,24.7428035736084,492100
1993-02-08,24.7428035736084,24.828775788944075,24.708414687474125,24.7428035736084,596100
1993-02-09,24.57086181640625,24.656834041096264,24.51927848159224,24.656834041096264,122100
1993-02-10,24.60523796081543,24.622432396846747,24.502071344627524,24.570849088752794,379600
1993-02-11,24.72561264038086,24.828779313428345,24.639640412841285,24.639640412841285,19500
1993-02-12,24.53645896911621,24.691208885529697,24.53645896911621,24.691208885529697,42500
1993-02-16,23.917465209960938,24.467687270865863,23.88307633115438,24.467687270865863,374800
1993-02-17,23.900266647338867,23.95184995664967,23.814294465154195,23.9174610837758,210900
1993-02-18,23.883075714111328,24.17538117641507,23.556381373889504,24.17538117641507,378100
1993-02-19,23.969038009643555,23.969038009643555,23.848676986639607,23.88306585035502,34900
1993-02-22,24.055028915405273,24.089417805920508,23.969056689117192,24.037834470147658,513600
1993-02-23,24.037824630737305,24.140991260053774,23.917463563201423,24.12379682183436,373700
1993-02-24,24.347328186035156,24.347328186035156,24.05502269227626,24.05502269227626,26300
1993-02-25,24.39891815185547,24.41611259734656,24.278557033417847,24.330140369891115,44500
1993-02-26,24.43329429626465,24.450488732785594,24.312933240618026,24.450488732785594,66200
1993-03-01,24.364532470703125,24.51928250050999,24.33014357519049,24.51928250050999,66500
1993-03-02,24.72561264038086,24.72561264038086,24.34733483920674,24.38172373022257,182400
1993-03-03,24.828773498535156,24.845967940016134,24.725606849649274,24.759995732611234,280100
1993-03-04,24.691219329833984,24.863163754136448,24.69121932983398,24.863163754136448,89500
1993-03-05,24.62244415283203,24.828777483721684,24.605249708591227,24.72561081827686,40000
1993-03-08,25.172653198242188,25.172653198242188,24.67401457614586,24.67401457614586,50800
1993-03-09,25.086687088012695,25.13827040621971,25.035103769805676,25.121075966817372,169300
1993-03-10,25.138275146484375,25.13827514648437,24.983525162682486,25.08669181855041,194400
1993-03-11,25.069480895996094,25.22423077807014,25.03509203331297,25.155453052703898,70900
1993-03-12,24.81159019470215,24.88036799149966,24.65684015190775,24.863173542300284,643600
1993-03-15,24.931934356689453,24.93193435668945,24.794378856790473,24.794378856790473,310800
1993-03-16,24.931934356689453,25.00071210663894,24.93193435668945,24.93193435668945,30800
1993-03-17,24.777191162109375,24.897552257275763,24.74280227777612,24.897552257275763,21800
1993-03-18,24.931934356689453,25.035100981613684,24.880351044227336,24.880351044227336,59300
1993-03-19,24.89420509338379,25.03241025698342,24.89420509338379,25.03241025698342,66900
1993-03-22,24.75600242614746,24.807829367723485,24.635072895803404,24.652348542995412,183400
1993-03-23,24.807828903198242,24.842380196935288,24.7732776094612,24.825104550066765,55200
1993-03-24,24.807828903198242,24.91148278440938,24.652348081381543,24.7732776094612,37200
1993-03-25,24.96332359313965,25.015150562537173,24.790567028481245,24.825118341412924,110100
1993-03-26,24.825101852416992,24.96330701234694,24.80782620742575,24.9460313673557,101500
1993-03-29,24.928773880004883,25.049703483026388,24.842395592132377,24.842395592132377,87100
1993-03-30,24.99786376953125,24.99786376953125,24.928761174453072,24.96331247199216,56000
1993-03-31,24.980581283569336,25.1360620799401,24.980581283569336,25.066959503775315,111600
1993-04-01,24.89420509338379,25.01513461153347,24.842378157033927,25.01513461153347,129500
1993-04-02,24.375930786132812,24.686892341164985,24.375930786132812,24.686892341164985,59400
1993-04-05,24.49686622619629,24.565968810755376,24.427763641637203,24.565968810755376,172200
1993-04-06,24.427753448486328,24.548682921003586,24.35865089276218,24.548682921003586,129700
1993-04-07,24.51414680480957,24.51414680480957,24.410492907114815,24.462319855962193,28000
1993-04-08,24.47960090637207,24.617806133789838,24.375946985808742,24.617806133789838,180800
1993-04-12,24.825101852416992,24.84237749740824,24.686896692487046,24.721447982469535,348500
1993-04-13,24.876935958862305,24.963314208719467,24.790557709005146,24.807833358976577,146100
1993-04-14,24.84238624572754,24.911488850027197,24.82511059465262,24.894213198952283,119600
1993-04-15,24.84238624572754,24.894213198952283,24.738732339278048,24.82511059465262,148600
1993-04-16,24.84238624572754,24.894213198952283,24.807834943577706,24.85966189680245,47900
1993-04-19,24.73873519897461,24.911491729693704,24.7214595459027,24.842389117406068,157000
1993-04-20,24.617801666259766,24.73873121830455,24.462320813630757,24.704179917720325,279500
1993-04-21,24.600522994995117,24.66962558767769,24.53142040231255,24.66962558767769,67900
1993-04-22,24.289567947387695,24.704183616475394,24.289567947387695,24.496875781931543,97700
1993-04-23,24.185916900634766,24.306846485137942,24.151365590776717,24.23774386542184,106000
1993-04-26,23.99587631225586,24.289562343435378,23.92677371668421,24.203184098970812,62600
1993-04-27,24.255022048950195,24.255022048950195,23.961335884539828,23.961335884539828,156800
1993-04-28,24.203189849853516,24.27229246184453,24.168638543858005,24.22046550285127,85900
1993-04-29,24.30682945251465,24.30682945251465,24.11679738145732,24.255002524044468,85000
1993-04-30,24.34139060974121,24.479595808377073,24.34139060974121,24.393217559229658,88500
1993-05-03,24.49686622619629,24.49686622619629,24.272282826379257,24.37593670321789,80500
1993-05-04,24.583250045776367,24.669628296112894,24.51414744550714,24.548698745641754,149100
1993-05-05,24.65233612060547,24.738714313039267,24.583233566658432,24.583233566658432,109000
1993-05-06,24.565969467163086,24.635072053568607,24.548693820561706,24.617796406967226,54700
1993-05-07,24.51414680480957,24.583249403272738,24.479595505577983,24.583249403272738,68000
1993-05-10,24.565969467163086,24.70417463997413,24.548693820561706,24.548693820561706,113900
1993-05-11,24.66963005065918,24.66963005065918,24.49687353769938,24.5659761428833,42600
1993-05-12,24.635068893432617,24.65234453781791,24.56596631589143,24.56596631589143,31000
1993-05-13,24.34139060974121,24.53142275786552,24.32411495991173,24.53142275786552,129100
1993-05-14,24.324106216430664,24.410484434528783,24.306830572811037,24.341381860050287,63500
1993-05-17,24.410484313964844,24.41048431396484,24.289554809224747,24.393208670430543,34000
1993-05-18,24.393205642700195,24.44503256687024,24.306827435750126,24.427756925480224,105200
1993-05-19,24.89420509338379,24.89420509338379,24.237730566285535,24.39321137533512,50200
1993-05-20,24.96332359313965,24.963323593139652,24.842393997878766,24.89422096727629,98200
1993-05-21,24.73873519897461,25.015145648125163,24.7214595459027,24.980594341981345,221400
1993-05-24,24.84238624572754,24.928764501102112,24.790559292502792,24.790559292502792,30500
1993-05-25,24.89420509338379,24.94603202973365,24.89420509338379,24.94603202973365,191800
1993-05-26,25.205171585083008,25.222447233873332,24.946036853228144,24.963312502018468,102400
1993-05-27,25.118797302246094,25.23972686284838,25.08424599921687,25.23972686284838,53800
1993-05-28,24.99786376953125,25.10151766214852,24.87693422814444,25.10151766214852,79100
1993-06-01,25.239709854125977,25.32608805348986,25.049677815525442,25.08422909527099,28300
1993-06-02,25.205171585083008,25.29154982903463,25.066966394760414,25.17062028750236,20300
1993-06-03,25.118797302246094,25.153348605275315,25.066970347702256,25.153348605275315,21600
1993-06-04,25.032407760620117,25.049683404347252,24.9287538982573,25.049683404347252,32000
1993-06-07,24.946044921875,25.084250156899238,24.946044921875,25.084250156899238,121400
1993-06-08,24.721445083618164,24.876925870307584,24.721445083618164,24.876925870307584,104500
1993-06-09,24.807828903198242,24.91148278440938,24.7732776094612,24.807828903198242,43300
1993-06-10,24.825101852416992,24.84237749740824,24.738723627460775,24.790550562434507,17900
1993-06-11,24.928773880004883,24.96332519515388,24.825119934557875,24.91149822243038,647400
1993-06-14,24.89420509338379,24.98058332063356,24.89420509338379,24.963307675183607,64200
1993-06-15,24.84238624572754,24.946040152177027,24.842386245727536,24.928764501102112,142400
1993-06-16,24.89420509338379,24.89420509338379,24.773275575234113,24.842378157033927,330900
1993-06-17,24.980581283569336,24.980581283569336,24.894203063363356,24.946029995486946,37400
1993-06-18,24.774873733520508,24.966252673877758,24.774873733520508,24.966252673877758,58500
1993-06-21,24.827054977416992,24.84445305378519,24.7922588246806,24.84445305378519,29300
1993-06-22,24.84446907043457,24.86186715801891,24.809672895265894,24.86186715801891,137500
1993-06-23,24.618284225463867,24.844459274885093,24.61828422546387,24.844459274885093,227600
1993-06-24,24.948850631713867,24.948850631713867,24.687879390796358,24.687879390796358,243700
1993-06-25,24.931453704833984,25.001046038971694,24.91405562129956,24.931453704833988,44800
1993-06-28,25.20981788635254,25.209817886352536,25.01843900660797,25.053235166561528,439900
1993-06-29,25.08802604675293,25.17501642832974,25.053229894122204,25.17501642832974,207500
1993-06-30,25.08802604675293,25.17501642832974,25.053229894122204,25.122822199383652,437600
1993-07-01,25.018447875976562,25.122836392844334,24.983651703687304,25.122836392844334,605700
1993-07-02,24.87925148010254,24.94884379193499,24.79226109031197,24.931445713976878,285400
1993-07-06,24.618284225463867,24.91405159778393,24.58348806401445,24.844459274885093,246400
1993-07-07,24.68787956237793,24.72267572807543,24.600889148134172,24.600889148134172,343700
1993-07-08,24.966243743896484,25.018437981688606,24.670476396407818,24.705272554935895,248200
1993-07-09,25.035846710205078,25.035846710205075,24.914060103553627,24.966254363547105,378200
1993-07-12,25.018447875976562,25.03584596212119,24.966253617542673,25.00104978983193,373700
1993-07-13,25.001041412353516,25.105429894242256,24.861856769835192,25.035837572983095,389600
1993-07-14,25.08802604675293,25.157618352014378,25.001035665176115,25.018433741491478,617300
1993-07-15,24.9836483001709,25.070638719043362,24.931454048847424,25.070638719043362,443800
1993-07-16,24.914064407348633,25.01845294536825,24.87926822800876,25.001054855698314,216400
1993-07-19,24.89665412902832,24.91405221018068,24.82706180441888,24.91405221018068,188200
1993-07-20,24.966243743896484,24.966243743896488,24.757466792728014,24.87925334757629,68500
1993-07-21,24.948850631713867,24.948850631713867,24.861860218074696,24.931452548986034,142700
1993-07-22,24.774873733520508,24.948854588390738,24.774873733520508,24.91405841741669,632400
1993-07-23,24.89665412902832,24.89665412902832,24.809663723266517,24.82706180441888,286200
1993-07-26,25.035846710205078,25.088040970198556,24.966254363547105,24.966254363547105,121300
1993-07-27,25.018447875976562,25.07064213441045,24.931457445253418,25.05324404826582,92800
1993-07-28,24.966243743896484,25.018437981688606,24.931447585368407,24.966243743896488,30800
1993-07-29,25.105453491210938,25.17504587788096,24.983666814538395,25.018463007873407,331000
